back_premise,back_hypothesis,label
"정계 인사로는 이해찬 더불어민주당 대표, 정동영 민주평화당 대표, 이정미 정의당 대표 등이 포함됐다.",이해찬 대표는 민주당 소속이다.,entailment
정치권이 이렇게 몸싸움을 벌이는 사이 진도체육관에는 세월호 실종자 10명을 기다리는 가족들이 계속 살고 있다.,세월호 실종자 10명을 기다리는 동안 정치인들은 전혀 싸우지 않았다.,contradiction
정치권이 이렇게 몸싸움을 벌이는 사이 진도체육관에는 세월호 실종자 10명을 기다리는 가족들이 계속 살고 있다.,세월호 실종자 중 10명이 아직 돌아오지 않았다.,entailment
정치적 중립을 잘 지킨 영화라고 생각한다.,이 영화는 극우 성향이 강한 것 같아요.,contradiction
정태는 병원에서 우연히 마주친 이나에게 관심을 보이면서도 데뷔 무대에서 쓰러진 화난 정태는 쳐다보지도 않는다.,정태는 우연히 인아를 병원에서 만난다.,entailment
입양을 서둘러야 하는 상황에 처한 효진은 민수가 혼인신고를 하지 않은 것을 질책한다.,효진이와 민수는 아이를 입양하려고 해요.,entailment
정홍원 국무총리가 오늘 세월호 특별법과 관련한 대립으로 막혀 있는 민생법안을 조속히 처리하라고 야당을 압박했습니다.,이미 모든 민생법안이 처리됐다.,contradiction
정홍원 국무총리가 오늘 세월호 특별법과 관련한 대립으로 막혀 있는 민생법안을 조속히 처리하라고 야당을 압박했습니다.,민생법안이 처리되지 않고 있다.,entailment
"정효근은 석 전 코치가 휘문고 시절 폭력을 행사했고, 한 선수가 농구를 그만둔 사실을 언급했다.",정효근은 석 전 코치가 폭력을 행사한 적이 없다고 언급했다.,contradiction
"정효근은 석 전 코치가 휘문고 시절 폭력을 행사했고, 한 선수가 농구를 그만둔 사실을 언급했다.",정효근이 휘문고등학교 시절 있었던 사건에 대해 이야기했다.,entailment
제 친구 이름이 춘희라서 10점을 드립니다.,나에게는 춘희라는 친구가 총 10명 있습니다.,neutral
제 친구 이름이 춘희라서 10점을 드립니다.,당신의 친구 이름이 춘희이기 때문에 0점을 드립니다.,contradiction
제14회 보성녹차마라톤대회가 4월 28일 보성종합운동장에서 열린다.,보성녹차마라톤대회가 14주년을 맞았다.,entailment
제14회 보성녹차마라톤대회가 4월 28일 보성종합운동장에서 열린다.,제14회 보성녹차마라톤대회가 5월 28일 열린다.,contradiction
제15호 태풍 볼라벤이 한국을 강타한 데 이어 또 다른 태풍이 한국으로 향하고 있다.,제15호 태풍은 대한민국을 빗나갔다.,contradiction
제2의 손기정을 꿈꾸는 마라토너 김준식과 일본 대표 마라토너 하세가와 다쓰오는 매일 서로를 잡아먹을 수 없는 절실한 지지자들이다.,김준식과 하세가와 타츠오는 오랫동안 서로를 미워해왔다.,entailment
제2의 손기정을 꿈꾸는 마라토너 김준식과 일본 대표 마라토너 하세가와 다쓰오는 매일 서로를 잡아먹을 수 없는 절실한 지지자들이다.,김준식은 제2의 손기정이 되는 것을 꿈꾸는 마라토너이다.,entailment
제2의 손기정을 꿈꾸는 마라토너 김준식과 일본 대표 마라토너 하세가와 다쓰오는 매일 서로를 잡아먹을 수 없는 절실한 지지자들이다.,하세가와 다쓰오는 북한의 대표적인 마라토너입니다.,contradiction
제2조 이 법률에서 사용하는 용어의 뜻은 다음과 같다.,제2조에 사용된 단어의 뜻은 다음과 같습니다.,entailment
제3차 소송지원변호단에는 대한변호사협회 등이 추천한 변호사 20명이 참여했다.,20명의 변호사 중 15명이 여성 변호사이다.,neutral
"이날 3차 본회의에서 구성된 5개 분과위원회에서는 각 분과위원회가 집중 토론과 토론, 전문가 의견수렴 등을 거쳐 혁신방안을 마련했다.",이번 3차 본회의에서 5개 분과위원회가 구성됐다.,entailment
"이날 3차 본회의에서 구성된 5개 분과위원회에서는 각 분과위원회가 집중 토론과 토론, 전문가 의견수렴 등을 거쳐 혁신방안을 마련했다.",분과위원회별 집중토론에는 분과위원 전원이 참석했다.,neutral
"이날 3차 본회의에서 구성된 5개 분과위원회에서는 각 분과위원회가 집중 토론과 토론, 전문가 의견수렴 등을 거쳐 혁신방안을 마련했다.",혁신안을 준비하는 과정에서 전문가들의 의견을 수렴하는 과정이 없었다.,contradiction
나광국 전남도의원이 제56주년 소방의 날을 맞아 도민 안전과 생명을 책임지는 소방관 챙기기에 나섰다.,소방의 날은 50년이 넘었다.,entailment
나광국 전남도의원이 제56주년 소방의 날을 맞아 도민 안전과 생명을 책임지는 소방관 챙기기에 나섰다.,이날은 소방의 날이었지만 소방관은 방치돼 있었다.,contradiction
광복절 74주년인 지난해 8월 15일 오전 서울 종로구 보신각에서 열린 광복절 기념 타종 행사에서 학생들과 시민들이 태극기를 흔들고 있다.,광복절을 맞아 서울 종로구 보신각에서 타종 행사가 열렸다.,entailment
광복절 74주년인 지난해 8월 15일 오전 서울 종로구 보신각에서 열린 광복절 기념 타종 행사에서 학생들과 시민들이 태극기를 흔들고 있다.,지난해 8월 15일은 73주년인 광복절이었다.,contradiction
그는 내가 만난 호스트 중 최고였어요.,이전 호스트가 최악의 호스트였습니다.,neutral
내가 머물렀던 방의 테라스 풍경은 매우 좋았다.,방마다 테라스가 있었다.,neutral
내가 머물렀던 방의 테라스 풍경은 매우 좋았다.,나는 테라스에서 좋은 경치를 볼 수 있었어.,entailment
그는 내가 머물렀던 에어비앤비의 호스트 중 최고야.,그는 내가 머물렀던 에어비앤비 중 최악의 호스트야.,contradiction
그는 내가 머물렀던 에어비앤비의 호스트 중 최고야.,호스트는 에어비앤비 숙소를 운영하고 있습니다.,entailment
그는 내가 머물렀던 에어비앤비의 호스트 중 최고야.,호스트는 에어비앤비를 오랫동안 운영해 왔습니다.,neutral
그것은 내가 원하던 거의 완벽한 숙소였다.,내가 원하던 숙소가 아니었어요.,contradiction
내가 본 영화 중에 제일 재미있었어.,내가 본 영화 중에 제일 재미있었어.,entailment
내가 중학교 때 본 강우석 감독의 영화였다.,저는 강우석 감독이 연출한 영화를 본 적이 없습니다.,contradiction
내가 중학교 때 본 강우석 감독의 영화였다.,중학교 때 강우석 감독이 연출한 영화를 본 적이 있다.,entailment
제리가 정문을 나서면 온몸의 세포가 곤두선 느낌이다.,온몸의 체세포가 곤두선 듯한 느낌이 들었던 순간이 있다.,entailment
제리가 정문을 나서면 온몸의 세포가 곤두선 느낌이다.,죽은 줄 알았던 제리가 정문을 나서자 온몸의 세포가 곤두선 듯한 느낌이 들었다.,neutral
제안서를 보내면 이메일과 브런치 앱 알람으로 제안이 접수되었음을 브런치 작가에게 알려준다.,브런치 앱 알람은 당신에게 즉시 알려줍니다.,neutral
제안서를 보내면 이메일과 브런치 앱 알람으로 제안이 접수되었음을 브런치 작가에게 알려준다.,브런치 작가에게 제안이 들어왔음을 알리는 이메일일 뿐이다.,contradiction
가장 좋았던 것은 여행하기에 가장 좋은 위치였습니다.,위치가 나쁘지 않네요.,entailment
가장 좋았던 것은 여행하기에 가장 좋은 위치였습니다.,위치가 제일 좋았습니다.,neutral
가장 좋은 점은 피드백이 정말 빨랐다는 것입니다.,반응이 너무 느려서 답답했어요.,contradiction
가장 좋은 점은 피드백이 정말 빨랐다는 것입니다.,피드백은 하루도 걸리지 않았습니다.,neutral
제임스의 어머니는 암에 걸렸는데도 종교적 신념으로 치료를 거부하고 제임스는 16살 때 사망해 그의 삶 전체에 큰 영향을 끼친다.,제임스의 어머니는 제임스가 16세의 나이로 사망한 후 의학적 치료를 받아들인다.,neutral
제임스의 어머니는 암에 걸렸는데도 종교적 신념으로 치료를 거부하고 제임스는 16살 때 사망해 그의 삶 전체에 큰 영향을 끼친다.,제임스의 엄마는 암에 걸렸어요.,entailment
제조업 중심의 산업구조를 전환하고 청정에너지 수준을 높이는 노력이 필요하다.,산업구조는 5년 안에 제조업으로 다시 전환될 것이다.,neutral
제조업 중심의 산업구조를 전환하고 청정에너지 수준을 높이는 노력이 필요하다.,현재 산업구조는 서비스업이 중심이다.,contradiction
제조업 중심의 산업구조를 전환하고 청정에너지 수준을 높이는 노력이 필요하다.,청정에너지 수준 향상과 제조업 중심의 산업구조 전환을 위한 노력이 필요하다.,entailment
제주개발공사가 안전사고의 근본적인 재발방지를 위해 재발방지 대책을 수립했다.,재발방지대책이 수립된 덕분에 안전사고가 재발하지 않았다.,neutral
제주개발공사가 안전사고의 근본적인 재발방지를 위해 재발방지 대책을 수립했다.,제주에서 안전사고가 났습니다.,entailment
제주도가 비자림로 개발과 관련해 제주도를 관할하는 영산강유역환경청과 협의를 진행한다고 밝혔다.,비자림로 개발에는 영산강유역환경청이 관련돼 있다.,entailment
제주도가 비자림로 개발과 관련해 제주도를 관할하는 영산강유역환경청과 협의를 진행한다고 밝혔다.,제주도는 비자림로 개발이 지역 활성화에 도움이 될 것이라고 밝혔다.,neutral
제주항공이 지난 1월부터 비상상황에 대한 대응력을 높이기 위해 객실승무원 안전교육 프로그램에 가상현실을 통한 안전교육을 도입했다고 11일 밝혔다.,제주항공이 승무원 안전교육을 위한 가상현실 교육 프로그램을 도입했다고 밝혔다.,entailment
제주항공이 지난 1월부터 비상상황에 대한 대응력을 높이기 위해 객실승무원 안전교육 프로그램에 가상현실을 통한 안전교육을 도입했다고 11일 밝혔다.,제주항공이 가상현실을 통한 안전교육을 처음으로 도입했다.,neutral
제천은 산업용지 분양가가 낮지만 입지경쟁력에서 우위를 점하지 못해 대규모 기업 유치가 쉽지 않았던 것이 강점이다.,입지 경쟁력은 항상 제천이 우위를 점하고 있다.,contradiction
제한된 시간에 빠르고 편리하게 시티투어를 즐기고 싶은 환승 여행객이 공항철도를 통해 서울 도심에 쉽게 접근할 수 있다.,공항철도를 통해 서울 도심에 접근하기가 매우 어렵다.,contradiction
조 장관은 한국의 그린뉴딜 전략이 파리협정과 유엔 지속가능발전 목표 달성에도 크게 기여할 것이라는 기대감을 나타냈다.,조 장관은 당초 한국의 그린뉴딜 전략이 무용지물이라고 생각했다.,neutral
조 장관은 한국의 그린뉴딜 전략이 파리협정과 유엔 지속가능발전 목표 달성에도 크게 기여할 것이라는 기대감을 나타냈다.,조 장관은 한국의 그린뉴딜 전략이 파리협정에 기여하지 않을 것이라는 입장을 밝혔다.,contradiction
조 장관은 한국의 그린뉴딜 전략이 파리협정과 유엔 지속가능발전 목표 달성에도 크게 기여할 것이라는 기대감을 나타냈다.,조 장관은 한국의 그린뉴딜 전략이 파리협정에 크게 기여할 것으로 기대하고 있다.,entailment
조르지오는 티치노 산의 작은 마을인 소노뇨에서 자랐다.,조르지오는 소노뇨에서 사는 것에 만족했다.,neutral
모든 조리기구가 구비되어 있어서 집에서 요리하기 편해요.,조리기구는 다 있는데 재료가 하나도 없어요.,neutral
요리를 위해 간장을 찾던 박나래 씨가 레몬 간장을 찾았지만 유통기한은 1년 반 전이었다.,레몬 간장은 유통기한이 지나지 않았습니다.,contradiction
요리를 위해 간장을 찾던 박나래 씨가 레몬 간장을 찾았지만 유통기한은 1년 반 전이었다.,레몬 간장의 유통기한은 1년 6개월입니다.,neutral
요리를 위해 간장을 찾던 박나래 씨가 레몬 간장을 찾았지만 유통기한은 1년 반 전이었다.,박나래는 결국 간장을 발견했다.,entailment
"조명과 테라스도 너무 예쁘고, 침구도 정말 고급스러워요.","조명, 테라스, 침구류는 고급 제품입니다.",neutral
"조명과 테라스도 너무 예쁘고, 침구도 정말 고급스러워요.",침구는 저렴한 제품입니다.,contradiction
조명래 환경부 장관이 20일 오후 인천 서구 공촌정수장을 방문해 수돗물 유충 발생 현황을 점검하고 사고 대응을 하고 있다.,조명래 환경부 장관이 인천 서구 공촌정수장에 왔다.,entailment
조명래 환경부 장관이 20일 오후 인천 서구 공촌정수장을 방문해 수돗물 유충 발생 현황을 점검하고 사고 대응을 하고 있다.,조명래가 20일 오후 3시 인천 서구 공촌정수장을 찾았다.,neutral
조명래 환경부 장관이 20일 오후 인천 서구 공촌정수장을 방문해 수돗물 유충 발생 현황을 점검하고 사고 대응을 하고 있다.,환경부 장관이 20일 오전 인천 서구 공촌정수장을 방문했다.,contradiction
조명래 환경부 장관이 무인항공기를 이용한 대전 대덕구 대청댐 국가안전대진단 현장을 방문해 댐 스마트 안전관리시스템 전체에 보고받고 진행상황을 점검했다.,이날 오후 조명래 장관이 대전 대덕구 대청댐 국가안전대진단 현장을 찾았다.,entailment
조명래 환경부 장관이 무인항공기를 이용한 대전 대덕구 대청댐 국가안전대진단 현장을 방문해 댐 스마트 안전관리시스템 전체에 보고받고 진행상황을 점검했다.,조명래 장관이 댐 스마트 안전관리 시스템 전반에 대한 보고를 받기 전 추진상황을 점검했다.,contradiction
조명래 환경부 장관이 무인항공기를 이용한 대전 대덕구 대청댐 국가안전대진단 현장을 방문해 댐 스마트 안전관리시스템 전체에 보고받고 진행상황을 점검했다.,조명래 환경부 장관은 대전 출신이다.,neutral
조사기간은 1월 14일부터 2월 28일까지로 농산물 가공을 희망하는 시민들이 수요조사서를 작성해 농업지원과에 팩스로 제출하면 된다.,1월 14일부터 2월 28일까지 수요조사를 작성하여 방문 또는 팩스로 제출하면 된다.,entailment
조사기간은 1월 14일부터 2월 28일까지로 농산물 가공을 희망하는 시민들이 수요조사서를 작성해 농업지원과에 팩스로 제출하면 된다.,수요조사 제출 기간이 연장될 수 있다.,neutral
조사기간은 1월 14일부터 2월 28일까지로 농산물 가공을 희망하는 시민들이 수요조사서를 작성해 농업지원과에 팩스로 제출하면 된다.,완료된 수요조사는 농업지원과에 팩스로만 제출이 가능하다.,contradiction
"조사위는 국회 의장 1명과 여야 4명, 야당 4명 등 총 9명이 추천하고 대통령이 임명한다.",조사위원회의 위원은 대통령이 임명한다.,entailment
"조사위는 국회 의장 1명과 여야 4명, 야당 4명 등 총 9명이 추천하고 대통령이 임명한다.",조사위는 9명의 비정치 전문가로만 구성돼 있다.,contradiction
"조사대상 전통시장의 기초자료는 라이브커머스, 온라인 배송 등 전통시장의 디지털 전환을 위한 새로운 정책을 기획하고 수립하는 데 활용될 예정이다.",전통시장 디지털 전환을 위한 새로운 정책을 기획하고 수립하는 데 조사한 전통시장 기초 데이터가 활용된다.,entailment
"조사대상 전통시장의 기초자료는 라이브커머스, 온라인 배송 등 전통시장의 디지털 전환을 위한 새로운 정책을 기획하고 수립하는 데 활용될 예정이다.",전통 시장의 디지털 전환을 위한 새로운 정책에는 라이브 커머스가 포함되지만 온라인 배송은 포함되지 않습니다.,contradiction
"조사대상 전통시장의 기초자료는 라이브커머스, 온라인 배송 등 전통시장의 디지털 전환을 위한 새로운 정책을 기획하고 수립하는 데 활용될 예정이다.",조사된 전통시장의 기초자료는 전통시장의 디지털 전환을 위한 새로운 정책을 기획하고 수립하는 데 활용된 후 삭제된다.,neutral
조선대 순천대 광주대 등 3개 대학이 공동으로 진행하는 창업지원센터다.,창업지원센터는 3개 대학이 연합해 진행한다.,entailment
조선대 순천대 광주대 등 3개 대학이 공동으로 진행하는 창업지원센터다.,창업지원센터는 5개 대학이 연합해 진행한다.,contradiction
조선민주주의인민공화국에 억류된 미국 시민 메릴 뉴먼의 사과문이 조선민주주의인민공화국에 의해 공개됐다.,미국 시민 메릴 뉴먼이 조선민주주의인민공화국에 억류되어 있다.,entailment
조선민주주의인민공화국에 억류된 미국 시민 메릴 뉴먼의 사과문이 조선민주주의인민공화국에 의해 공개됐다.,미국 시민 메릴 뉴먼의 사과문은 사실 다른 사람이 쓴 것이다.,neutral
"2012년 12월 10일, 조선민주주의인민공화국은 오늘 아침 미사일 발사 실험을 하지 않았다.","2012년 12월 10일 아침, 북한은 미사일 발사 실험을 하지 않았다.",entailment
"2012년 12월 10일, 조선민주주의인민공화국은 오늘 아침 미사일 발사 실험을 하지 않았다.",러시아만 오늘 미사일 발사 시험을 하지 않았다.,contradiction
"2012년 12월 10일, 조선민주주의인민공화국은 오늘 아침 미사일 발사 실험을 하지 않았다.",이전의 미사일 발사 실험은 평양에서 이루어졌다.,neutral
조선민주주의인민공화국은 2012년 12월 10일부터 22일까지 한국 표준시로 오전 7시에서 정오 사이에 발사할 것이라고 통보했다.,조선민주주의인민공화국은 2011년 12월 12일에만 발사할 것이라고 말했다.,contradiction
조선민주주의인민공화국은 2012년 12월 10일부터 22일까지 한국 표준시로 오전 7시에서 정오 사이에 발사할 것이라고 통보했다.,조선민주주의인민공화국은 한때 발사를 통보한 바 있다.,entailment
조선민주주의인민공화국은 2012년 12월 10일부터 22일까지 한국 표준시로 오전 7시에서 정오 사이에 발사할 것이라고 통보했다.,조선민주주의인민공화국은 발사를 취소했다.,neutral
"조선민주주의인민공화국의 실세이자 2인자로 불리던 장성택 조선노동당 정치국 후보와 국방위원회 부위원장, 최고인민회의 제11기 대의원이 처형됐다.","그의 생전에, 장성택은 조선민주주의인민공화국의 영향력 있는 인물로 불렸다.",entailment
"조선민주주의인민공화국의 실세이자 2인자로 불리던 장성택 조선노동당 정치국 후보와 국방위원회 부위원장, 최고인민회의 제11기 대의원이 처형됐다.",장성택의 권력은 지금 많은 정치인들이 탐내고 있다.,neutral
"조선민주주의인민공화국의 실세이자 2인자로 불리던 장성택 조선노동당 정치국 후보와 국방위원회 부위원장, 최고인민회의 제11기 대의원이 처형됐다.",현재 장성택의 생사는 알 수 없다.,contradiction
"조선중앙통신은 조선민주주의인민공화국 평양과 황해북도, 황해남도에서 가뭄 피해가 발생해 농사와 식수 문제가 매우 심각하다고 보도했다.",조선민주주의인민공화국은 가뭄으로 고통 받고 있다.,entailment
"2013년 2월 12일, 조선민주주의인민공화국은 공식적으로 3차 핵실험에 성공했다고 발표했다.",조선민주주의인민공화국은 2013년에 공식 발표를 했다.,entailment
조선민주주의인민공화국이 3월 26일 새벽 탄도미사일 2발을 발사한 것으로 알려졌다.,북한이 지난달 26일 새벽 탄도미사일 2발을 발사한 것으로 알려졌다.,entailment
조선민주주의인민공화국이 3월 26일 새벽 탄도미사일 2발을 발사한 것으로 알려졌다.,"3월 27일, 조선민주주의인민공화국은 3발의 탄도 미사일을 발사했다.",neutral
조선민주주의인민공화국이 발사를 발표한 10일까지 발사를 위한 모든 준비가 완료될 것으로 보인다.,조선민주주의인민공화국은 발사를 발표한 적이 없다.,contradiction
조선민주주의인민공화국이 예정대로 평안북도 철산군 동창리 기지의 발사대에서 장거리 미사일을 발사할 것으로 보인다.,장거리 미사일 발사 계획이 취소될 것으로 예상된다.,contradiction
조선민주주의인민공화국이 예정대로 평안북도 철산군 동창리 기지의 발사대에서 장거리 미사일을 발사할 것으로 보인다.,조선민주주의인민공화국은 장거리 미사일을 발사할 예정이었다.,entailment
조선민주주의인민공화국이 예정대로 평안북도 철산군 동창리 기지의 발사대에서 장거리 미사일을 발사할 것으로 보인다.,조선민주주의인민공화국의 장거리 미사일 발사는 이번이 세 번째다.,neutral
조선민주주의인민공화국이 한반도 시간으로 3월 6일 오전 탄도미사일로 추정되는 발사체 4발을 발사했다.,발사체는 탄도 미사일이다.,neutral
조선민주주의인민공화국이 한반도 시간으로 3월 6일 오전 탄도미사일로 추정되는 발사체 4발을 발사했다.,4개의 발사체가 3월 5일에만 발사되었다.,contradiction
조선민주주의인민공화국이 한반도 시간으로 3월 6일 오전 탄도미사일로 추정되는 발사체 4발을 발사했다.,북한이 발사체를 발사했다.,entailment
조선민주주의인민공화국은 발사대에 1단계 추진체를 설치하는 등 발사대에 발사하는 작업을 진행 중인 것으로 알려졌다.,북한은 발사 작업을 전혀 하지 않고 있는 것으로 알려졌다.,contradiction
조선민주주의인민공화국은 발사대에 1단계 추진체를 설치하는 등 발사대에 발사하는 작업을 진행 중인 것으로 알려졌다.,북한 측은 발사대에 1단 추진체를 설치했다.,entailment
조세호 쿠션이 다양한 변신을 할 수 있었다.,조세호 쿠션이 다양한 변신으로 화제가 되고 있다.,neutral
조세호 쿠션이 다양한 변신을 할 수 있었다.,조세호 쿠션은 변신할 수 없다.,contradiction
조세호 쿠션이 다양한 변신을 할 수 있었다.,조세호 쿠션이 다양한 변신을 할 수 있었다.,entailment
조엘은 발렌타인 데이에 직장에 가서 사과하고 선물을 주지만 클레멘타인이 자신을 전혀 기억하지 못하는 것을 이상하게 여긴다.,조엘은 클레멘타인을 기억하지 못하는 병원으로 데려간다.,neutral
조엘은 발렌타인 데이에 직장에 가서 사과하고 선물을 주지만 클레멘타인이 자신을 전혀 기억하지 못하는 것을 이상하게 여긴다.,클레멘타인은 조엘을 전혀 기억하지 못한다.,entailment
"조엘이 기억을 지운 다음날 아침, 조엘과 클레멘타인은 우연히 기억의 장소에서 다시 만나게 된다.",조엘과 클레멘타인 사이에는 추억의 장소가 있다.,entailment
"조엘이 기억을 지운 다음날 아침, 조엘과 클레멘타인은 우연히 기억의 장소에서 다시 만나게 된다.",조엘은 우연히 만난 클레멘타인을 모른 척했다.,neutral
"조엘이 기억을 지운 다음날 아침, 조엘과 클레멘타인은 우연히 기억의 장소에서 다시 만나게 된다.","조엘이 기억을 지운 후, 조엘과 클레멘타인은 결코 만나지 않는다.",contradiction
조용한 여행을 원하는 사람들에게 좋습니다.,조용한 여행을 원하는 사람들에게는 추천하지 않습니다.,contradiction
조용한 여행을 원하는 사람들에게 좋습니다.,조용한 여행을 하고 싶을 때 좋아요.,entailment
조용한 여행을 원하는 사람들에게 좋습니다.,혼자만의 조용한 여행을 원하는 여행자들에게 좋습니다.,neutral
조인성은 배성우가 자신을 동창회에 데려가려 했다는 일화를 꺼냈다.,배성우가 조인성과 함께 동창회에 가려고 했다.,entailment
조인성은 배성우가 자신을 동창회에 데려가려 했다는 일화를 꺼냈다.,조인성은 배성우를 동창회에 데려가고 싶었다.,contradiction
조인성은 배성우가 자신을 동창회에 데려가려 했다는 일화를 꺼냈다.,조인성은 배성우의 동창회에 함께 간 적이 있다.,neutral
조지 플로이드 사망 사건을 계기로 미국 내 인종차별을 중단해야 한다는 목소리가 나오고 있지만 아시아인에 대한 차별은 진행 중이다.,미국 내 아시아인에 대한 차별도 조지 플로이드의 죽음을 계기로 멈췄다.,contradiction
조지는 항상 베드포드 폴즈를 떠나고 싶어하지만 일이 뜻대로 되지 않는다.,조지는 베드포드 폴스를 떠나고 싶지 않아요,contradiction
조직에 맞는 정교한 선발 과정을 통해 신입사원을 채용한다고 해도 조직 문화를 완전히 동화시킬 수 있는 것은 아니다.,사회화는 신입사원들이 조직의 문화에 동화되기 위해 필요하다.,neutral
조직에 맞는 정교한 선발 과정을 통해 신입사원을 채용한다고 해도 조직 문화를 완전히 동화시킬 수 있는 것은 아니다.,정교한 선발 과정만으로는 신입사원이 조직의 문화를 완전히 동화시킬 수 없다.,entailment
족욕과 반신욕으로 혈액순환을 원활하게 해 피부의 온도를 조절하는 것도 필요하다.,족욕과 반신욕은 혈액순환을 막는다.,contradiction
족욕과 반신욕으로 혈액순환을 원활하게 해 피부의 온도를 조절하는 것도 필요하다.,족욕과 반신욕은 혈액순환에 좋다.,entailment
족욕과 반신욕으로 혈액순환을 원활하게 해 피부의 온도를 조절하는 것도 필요하다.,혈액순환을 원활하게 하려면 족욕과 반신욕을 매일 하는 것이 좋다.,neutral
"국민 여러분, 참전용사 여러분, 유가족 여러분, 우리는 전쟁을 반대합니다.","친애하는 국민 여러분, 당신의 생각과 달리 우리는 전쟁을 반대합니다.",neutral
"국민 여러분, 참전용사 여러분, 유가족 여러분, 우리는 전쟁을 반대합니다.","친애하는 국민 여러분, 우리는 전쟁에 찬성합니다.",contradiction
"국민 여러분, 참전용사 여러분, 유가족 여러분, 우리는 전쟁을 반대합니다.","참전용사와 유가족 여러분, 우리는 전쟁에 반대합니다.",entailment
존스는 외교관 밴 메어를 인터뷰하기 위한 첫 임무를 위해 암스테르담으로 가라는 지시를 받을 것이다.,존스의 첫 번째 임무는 인터뷰입니다.,entailment
의식을 회복한 존은 눈 내리는 창문 밖을 내다보며 아이의 썰매가 지나간 자리에 검은 선이 남아 있는 흔적을 보며 추억을 떠올리려 한다.,검은 선이 존의 기억을 찾게 해주었다.,neutral
의식을 회복한 존은 눈 내리는 창문 밖을 내다보며 아이의 썰매가 지나간 자리에 검은 선이 남아 있는 흔적을 보며 추억을 떠올리려 한다.,존은 썰매를 타고 있었다.,contradiction
의식을 회복한 존은 눈 내리는 창문 밖을 내다보며 아이의 썰매가 지나간 자리에 검은 선이 남아 있는 흔적을 보며 추억을 떠올리려 한다.,존은 의식을 되찾고 창밖을 바라보았다.,entailment
존은 이 두 형사의 의심을 피하기 위해 그의 친구 스탠리와 온갖 거짓말을 꾸미게 됩니다.,존은 거짓말을 한다.,entailment
졸업을 앞둔 18세 고등학생 서터 킬리는 사소한 이유로 여자친구 캐시와 헤어진다.,서터 킬리가 새 여자친구를 만들었어,neutral
졸업을 앞둔 18세 고등학생 서터 킬리는 사소한 이유로 여자친구 캐시와 헤어진다.,서터 킬리가 졸업을 앞두고 있어,entailment
졸업을 앞둔 18세 고등학생 서터 킬리는 사소한 이유로 여자친구 캐시와 헤어진다.,킬리는 대학생입니다.,contradiction
"종교 재판소는 고야를 이단으로 고발하려 했지만, 로렌조 신부는 고야가 위대한 예술가라고 변호한다.",고야는 이단이다.,neutral
종교인이 등장하지만 신의 이야기가 아닌 영화.,그 영화는 종교인의 사랑을 다루고 있습니다.,neutral
종교인이 등장하지만 신의 이야기가 아닌 영화.,그 영화에는 종교인이 등장하지 않습니다.,contradiction
종로경찰서 형사 명근은 딸 수영이를 낳다가 아내가 죽자 어린 두 아이를 어렵게 키우며 살아간다.,명근은 두 아이와 결혼했다가 재혼한다.,neutral
종로경찰서 형사 명근은 딸 수영이를 낳다가 아내가 죽자 어린 두 아이를 어렵게 키우며 살아간다.,명근이는 두 딸을 키우며 아내와 함께 살고 있다.,contradiction
종로경찰서 형사 명근은 딸 수영이를 낳다가 아내가 죽자 어린 두 아이를 어렵게 키우며 살아간다.,명근은 종로 경찰서에 소속된 형사입니다.,entailment
종로구 익선동에서 진행자이자 친구인 페트리를 만나기로 한 3인방은 호떡과 커피 등 간식을 즐기며 기다렸다.,페트리는 약속에 늦을 예정입니다.,neutral
종로구 익선동에서 진행자이자 친구인 페트리를 만나기로 한 3인방은 호떡과 커피 등 간식을 즐기며 기다렸다.,페트리는 종로구 익선동에서 3인방과 약속이 있다.,entailment
종로구 익선동에서 진행자이자 친구인 페트리를 만나기로 한 3인방은 호떡과 커피 등 간식을 즐기며 기다렸다.,페트리를 만나기로 한 3인조는 점심을 먹으며 기다렸다.,contradiction
좋은 가격에 적당한 숙소라고 생각합니다.,가격도 좋고 숙소도 좋아요.,entailment
좋은 가격에 적당한 숙소라고 생각합니다.,가격만 좋은 숙소입니다.,contradiction
차 안에서 좋은 공기를 즐기지만 마스크를 쓰고 밖에서 눈을 즐겁게 하는 것이 나와 다른 사람을 보호하는 가장 중요한 방법이다.,나와 다른 사람들을 보호하는 가장 중요한 방법은 밖에서 마스크를 쓰는 것입니다.,entailment
차 안에서 좋은 공기를 즐기지만 마스크를 쓰고 밖에서 눈을 즐겁게 하는 것이 나와 다른 사람을 보호하는 가장 중요한 방법이다.,차 안에서 좋은 공기를 마시는 것은 불가능합니다.,contradiction
좋은 숙소 덕분에 좋은 여행을 했어요.,숙소 때문에 여행을 망쳤어요.,contradiction
좋은 숙소 덕분에 좋은 여행을 했어요.,그 숙소는 실망스럽지 않았다.,entailment
좋은 위치와 좋은 날의 테라스 전망이 좋습니다.,테라스의 위치가 좋습니다.,neutral
그곳에는 좋은 위치와 멋진 호스트가 있습니다.,위치가 최악이야.,contradiction
좋은 호스트도 있고 좋은 게스트도 있습니다.,좋은 호스트만 있을 뿐이다.,contradiction
먹방을 주로 선보이는 홍선영은 밥을 먹을 때마다 자신만의 음식 철학이 담긴 명언을 쏟아내고 있다.,홍선영은 자신만의 음식 철학이 있다.,entailment
